Round   0, Devices participated 10, Average loss 0.375, Central accuracy on global test data 29.297, Ensemble accuracy on global test data 34.854, Local accuracy on global train data 19.368, Local accuracy on local train data 92.433
Round 827, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.795, Ensemble accuracy on global test data 94.424, Local accuracy on global train data 91.265, Local accuracy on local train data 99.900
Round 828, Devices participated 10, Average loss 0.007, Central accuracy on global test data 96.645, Ensemble accuracy on global test data 94.590, Local accuracy on global train data 92.124, Local accuracy on local train data 99.850
Round 829, Devices participated 10, Average loss 0.016, Central accuracy on global test data 96.785, Ensemble accuracy on global test data 94.941, Local accuracy on global train data 90.681, Local accuracy on local train data 99.600
Round 830, Devices participated 10, Average loss 0.006, Central accuracy on global test data 96.605, Ensemble accuracy on global test data 94.385, Local accuracy on global train data 91.052, Local accuracy on local train data 99.900
Round 831, Devices participated 10, Average loss 0.005, Central accuracy on global test data 96.825, Ensemble accuracy on global test data 95.000, Local accuracy on global train data 91.465, Local accuracy on local train data 99.850
Round 832, Devices participated 10, Average loss 0.007, Central accuracy on global test data 97.125, Ensemble accuracy on global test data 94.717, Local accuracy on global train data 91.653, Local accuracy on local train data 99.917
Round 833, Devices participated 10, Average loss 0.018, Central accuracy on global test data 96.765, Ensemble accuracy on global test data 94.043, Local accuracy on global train data 86.528, Local accuracy on local train data 99.533
Round 834, Devices participated 10, Average loss 0.012, Central accuracy on global test data 96.955, Ensemble accuracy on global test data 94.463, Local accuracy on global train data 91.094, Local accuracy on local train data 99.633
Round 835, Devices participated 10, Average loss 0.021, Central accuracy on global test data 97.216, Ensemble accuracy on global test data 94.629, Local accuracy on global train data 86.565, Local accuracy on local train data 99.450
Round 836, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.105, Ensemble accuracy on global test data 93.994, Local accuracy on global train data 90.798, Local accuracy on local train data 99.783
Round 837, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.105, Ensemble accuracy on global test data 94.648, Local accuracy on global train data 90.710, Local accuracy on local train data 99.833
Round 838, Devices participated 10, Average loss 0.005, Central accuracy on global test data 97.115, Ensemble accuracy on global test data 94.307, Local accuracy on global train data 93.933, Local accuracy on local train data 99.833
Round 839, Devices participated 10, Average loss 0.019, Central accuracy on global test data 97.035, Ensemble accuracy on global test data 94.795, Local accuracy on global train data 88.518, Local accuracy on local train data 99.567
Round 840, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.015, Ensemble accuracy on global test data 95.098, Local accuracy on global train data 91.990, Local accuracy on local train data 99.867
Round 841, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.035, Ensemble accuracy on global test data 94.512, Local accuracy on global train data 88.743, Local accuracy on local train data 99.733
Round 842, Devices participated 10, Average loss 0.024, Central accuracy on global test data 97.206, Ensemble accuracy on global test data 94.912, Local accuracy on global train data 93.425, Local accuracy on local train data 99.417
Round 843, Devices participated 10, Average loss 0.013, Central accuracy on global test data 97.206, Ensemble accuracy on global test data 94.580, Local accuracy on global train data 91.399, Local accuracy on local train data 99.783
Round 844, Devices participated 10, Average loss 0.017, Central accuracy on global test data 97.045, Ensemble accuracy on global test data 95.068, Local accuracy on global train data 88.687, Local accuracy on local train data 99.550
Round 845, Devices participated 10, Average loss 0.024, Central accuracy on global test data 97.266, Ensemble accuracy on global test data 95.107, Local accuracy on global train data 90.728, Local accuracy on local train data 99.350
Round 846, Devices participated 10, Average loss 0.008, Central accuracy on global test data 97.336, Ensemble accuracy on global test data 94.932, Local accuracy on global train data 92.566, Local accuracy on local train data 99.750
Round 847, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.095, Ensemble accuracy on global test data 94.805, Local accuracy on global train data 91.616, Local accuracy on local train data 99.817
Round 848, Devices participated 10, Average loss 0.013, Central accuracy on global test data 97.256, Ensemble accuracy on global test data 94.863, Local accuracy on global train data 90.784, Local accuracy on local train data 99.633
Round 849, Devices participated 10, Average loss 0.026, Central accuracy on global test data 97.276, Ensemble accuracy on global test data 94.375, Local accuracy on global train data 88.738, Local accuracy on local train data 99.450
Round 850, Devices participated 10, Average loss 0.059, Central accuracy on global test data 97.145, Ensemble accuracy on global test data 94.736, Local accuracy on global train data 90.481, Local accuracy on local train data 98.917
Round 851, Devices participated 10, Average loss 0.006, Central accuracy on global test data 97.155, Ensemble accuracy on global test data 94.961, Local accuracy on global train data 92.019, Local accuracy on local train data 99.850
Round 852, Devices participated 10, Average loss 0.011, Central accuracy on global test data 97.316, Ensemble accuracy on global test data 95.127, Local accuracy on global train data 92.402, Local accuracy on local train data 99.650
Round 853, Devices participated 10, Average loss 0.019, Central accuracy on global test data 97.306, Ensemble accuracy on global test data 94.727, Local accuracy on global train data 91.450, Local accuracy on local train data 99.567
Round 854, Devices participated 10, Average loss 0.023, Central accuracy on global test data 97.296, Ensemble accuracy on global test data 94.834, Local accuracy on global train data 91.689, Local accuracy on local train data 99.333
Round 855, Devices participated 10, Average loss 0.011, Central accuracy on global test data 97.416, Ensemble accuracy on global test data 95.078, Local accuracy on global train data 91.150, Local accuracy on local train data 99.783
Round 856, Devices participated 10, Average loss 0.009, Central accuracy on global test data 97.366, Ensemble accuracy on global test data 94.951, Local accuracy on global train data 90.166, Local accuracy on local train data 99.767
