Round   0, Devices participated 10, Average loss 0.109, Central accuracy on global test data 25.030, Ensemble accuracy on global test data 21.123, Local accuracy on global train data 11.909, Local accuracy on local train data 97.933
Round 403, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.345, Ensemble accuracy on global test data 85.498, Local accuracy on global train data 51.729, Local accuracy on local train data 99.850
Round 404, Devices participated 10, Average loss 0.004, Central accuracy on global test data 88.832, Ensemble accuracy on global test data 80.010, Local accuracy on global train data 48.005, Local accuracy on local train data 99.900
Round 405, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.585, Ensemble accuracy on global test data 83.906, Local accuracy on global train data 49.785, Local accuracy on local train data 99.817
Round 406, Devices participated 10, Average loss 0.006, Central accuracy on global test data 90.214, Ensemble accuracy on global test data 84.316, Local accuracy on global train data 45.098, Local accuracy on local train data 99.850
Round 407, Devices participated 10, Average loss 0.022, Central accuracy on global test data 91.086, Ensemble accuracy on global test data 86.963, Local accuracy on global train data 38.699, Local accuracy on local train data 99.600
Round 408, Devices participated 10, Average loss 0.006, Central accuracy on global test data 92.418, Ensemble accuracy on global test data 88.262, Local accuracy on global train data 45.171, Local accuracy on local train data 99.817
Round 409, Devices participated 10, Average loss 0.011, Central accuracy on global test data 92.598, Ensemble accuracy on global test data 85.156, Local accuracy on global train data 51.421, Local accuracy on local train data 99.717
Round 410, Devices participated 10, Average loss 0.010, Central accuracy on global test data 92.829, Ensemble accuracy on global test data 81.758, Local accuracy on global train data 31.528, Local accuracy on local train data 99.717
Round 411, Devices participated 10, Average loss 0.016, Central accuracy on global test data 92.839, Ensemble accuracy on global test data 84.893, Local accuracy on global train data 40.703, Local accuracy on local train data 99.583
Round 412, Devices participated 10, Average loss 0.012, Central accuracy on global test data 91.386, Ensemble accuracy on global test data 85.127, Local accuracy on global train data 41.567, Local accuracy on local train data 99.733
Round 413, Devices participated 10, Average loss 0.007, Central accuracy on global test data 90.755, Ensemble accuracy on global test data 83.389, Local accuracy on global train data 43.975, Local accuracy on local train data 99.767
Round 414, Devices participated 10, Average loss 0.006, Central accuracy on global test data 92.348, Ensemble accuracy on global test data 88.008, Local accuracy on global train data 38.867, Local accuracy on local train data 99.867
Round 415, Devices participated 10, Average loss 0.006, Central accuracy on global test data 89.273, Ensemble accuracy on global test data 85.039, Local accuracy on global train data 38.137, Local accuracy on local train data 99.867
Round 416, Devices participated 10, Average loss 0.007, Central accuracy on global test data 87.630, Ensemble accuracy on global test data 80.654, Local accuracy on global train data 46.875, Local accuracy on local train data 99.800
Round 417, Devices participated 10, Average loss 0.005, Central accuracy on global test data 91.837, Ensemble accuracy on global test data 88.516, Local accuracy on global train data 43.975, Local accuracy on local train data 99.867
Round 418, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.188, Ensemble accuracy on global test data 85.703, Local accuracy on global train data 46.992, Local accuracy on local train data 99.867
Round 419, Devices participated 10, Average loss 0.027, Central accuracy on global test data 93.069, Ensemble accuracy on global test data 85.947, Local accuracy on global train data 52.380, Local accuracy on local train data 99.450
Round 420, Devices participated 10, Average loss 0.005, Central accuracy on global test data 93.119, Ensemble accuracy on global test data 88.945, Local accuracy on global train data 44.082, Local accuracy on local train data 99.817
Round 421, Devices participated 10, Average loss 0.006, Central accuracy on global test data 93.069, Ensemble accuracy on global test data 90.225, Local accuracy on global train data 43.455, Local accuracy on local train data 99.833
Round 422, Devices participated 10, Average loss 0.010, Central accuracy on global test data 92.919, Ensemble accuracy on global test data 87.373, Local accuracy on global train data 58.789, Local accuracy on local train data 99.750
Round 423, Devices participated 10, Average loss 0.009, Central accuracy on global test data 92.638, Ensemble accuracy on global test data 87.295, Local accuracy on global train data 54.590, Local accuracy on local train data 99.817
Round 424, Devices participated 10, Average loss 0.005, Central accuracy on global test data 92.047, Ensemble accuracy on global test data 88.018, Local accuracy on global train data 45.342, Local accuracy on local train data 99.867
Round 425, Devices participated 10, Average loss 0.013, Central accuracy on global test data 91.607, Ensemble accuracy on global test data 86.357, Local accuracy on global train data 47.034, Local accuracy on local train data 99.633
Round 426, Devices participated 10, Average loss 0.011, Central accuracy on global test data 91.887, Ensemble accuracy on global test data 88.516, Local accuracy on global train data 39.565, Local accuracy on local train data 99.633
Round 427, Devices participated 10, Average loss 0.007, Central accuracy on global test data 91.847, Ensemble accuracy on global test data 80.752, Local accuracy on global train data 38.823, Local accuracy on local train data 99.833
Round 428, Devices participated 10, Average loss 0.005, Central accuracy on global test data 91.907, Ensemble accuracy on global test data 89.268, Local accuracy on global train data 53.345, Local accuracy on local train data 99.833
Round 429, Devices participated 10, Average loss 0.008, Central accuracy on global test data 91.506, Ensemble accuracy on global test data 90.088, Local accuracy on global train data 50.354, Local accuracy on local train data 99.783
Round 430, Devices participated 10, Average loss 0.021, Central accuracy on global test data 91.797, Ensemble accuracy on global test data 85.947, Local accuracy on global train data 47.295, Local accuracy on local train data 99.550
Round 431, Devices participated 10, Average loss 0.035, Central accuracy on global test data 90.325, Ensemble accuracy on global test data 86.221, Local accuracy on global train data 45.344, Local accuracy on local train data 99.450
Round 432, Devices participated 10, Average loss 0.013, Central accuracy on global test data 89.443, Ensemble accuracy on global test data 71.240, Local accuracy on global train data 32.673, Local accuracy on local train data 99.633
